no,cve_ent,year,valor,entidad,entidad_abr_m
1045,20,2007,3741849,Oaxaca,OAX
1045,21,2007,5711504,Puebla,PUE
1045,22,2007,1727097,Querétaro,QRO
1045,23,2007,1209520,Quintana Roo,QROO
1045,24,2007,2549125,San Luis Potosí,SLP
1045,25,2007,2738399,Sinaloa,SIN
1045,26,2007,2553416,Sonora,SON
1045,27,2007,2141902,Tabasco,TAB
1045,28,2007,3186486,Tamaulipas,TAM
1045,29,2007,1140157,Tlaxcala,TLAX
1045,30,2007,7514814,Veracruz,VER
1045,31,2007,1913489,Yucatán,YUC
1045,32,2007,1456344,Zacatecas,ZAC
1045,00,2008,111275915,Nacional,Nacional
1045,01,2008,1161188,Aguascalientes,AGS
1045,02,2008,3069155,Baja California,BC
1045,03,2008,595876,Baja California Sur,BCS
1045,04,2008,814707,Campeche,CAMP
1045,05,2008,2705559,Coahuila,COAH
1045,06,2008,628547,Colima,COL
1045,07,2008,4733412,Chiapas,CHPS
1045,08,2008,3401622,Chihuahua,CHIH
1045,09,2008,9022695,Ciudad de México,CDMX
1045,10,2008,1627873,Durango,DGO
1045,11,2008,5365249,Guanajuato,GTO
1045,12,2008,3374388,Guerrero,GRO
1045,13,2008,2593655,Hidalgo,HGO
1045,14,2008,7274893,Jalisco,JAL
1045,15,2008,15069100,México,MEX
1045,16,2008,4304908,Michoacán,MICH
1045,17,2008,1745308,Morelos,MOR
1045,18,2008,1053890,Nayarit,NAY
1045,19,2008,4570821,Nuevo León,NL
1045,20,2008,3793004,Oaxaca,OAX
1045,21,2008,5785129,Puebla,PUE
1045,22,2008,1772795,Querétaro,QRO
1045,23,2008,1253759,Quintana Roo,QROO
1045,24,2008,2579739,San Luis Potosí,SLP
1045,25,2008,2767220,Sinaloa,SIN
1045,26,2008,2604014,Sonora,SON
1045,27,2008,2187500,Tabasco,TAB
1045,28,2008,3231820,Tamaulipas,TAM
1045,29,2008,1159255,Tlaxcala,TLAX
1045,30,2008,7611301,Veracruz,VER
1045,31,2008,1938800,Yucatán,YUC
1045,32,2008,1478733,Zacatecas,ZAC
1045,00,2009,113030218,Nacional,Nacional
1045,01,2009,1185148,Aguascalientes,AGS
1045,02,2009,3134914,Baja California,BC
1045,03,2009,622177,Baja California Sur,BCS
1045,04,2009,826542,Campeche,CAMP
1045,05,2009,2754694,Coahuila,COAH
1045,06,2009,645717,Colima,COL
1045,07,2009,4837038,Chiapas,CHPS
1045,08,2009,3431265,Chihuahua,CHIH
1045,09,2009,9029228,Ciudad de México,CDMX
1045,10,2009,1650564,Durango,DGO
1045,11,2009,5483751,Guanajuato,GTO
1045,12,2009,3425068,Guerrero,GRO
1045,13,2009,2657268,Hidalgo,HGO
1045,14,2009,7397049,Jalisco,JAL
1045,15,2009,15302954,México,MEX
1045,16,2009,4379564,Michoacán,MICH
1045,17,2009,1778809,Morelos,MOR
1045,18,2009,1080077,Nayarit,NAY
1045,19,2009,4660113,Nuevo León,NL
1045,20,2009,3844376,Oaxaca,OAX
1045,21,2009,5858990,Puebla,PUE
1045,22,2009,1819485,Querétaro,QRO
1045,23,2009,1299264,Quintana Roo,QROO
1045,24,2009,2610684,San Luis Potosí,SLP
1045,25,2009,2795841,Sinaloa,SIN
1045,26,2009,2655268,Sonora,SON
1045,27,2009,2233846,Tabasco,TAB
1045,28,2009,3277533,Tamaulipas,TAM
1045,29,2009,1178644,Tlaxcala,TLAX
1045,30,2009,7708162,Veracruz,VER
1045,31,2009,1964816,Yucatán,YUC
1045,32,2009,1501369,Zacatecas,ZAC
1045,00,2010,114756059,Nacional,Nacional
1045,01,2010,1210556,Aguascalientes,AGS
1045,02,2010,3194264,Baja California,BC
1045,03,2010,646019,Baja California Sur,BCS
1045,04,2010,839767,Campeche,CAMP
1045,05,2010,2803245,Coahuila,COAH
1045,06,2010,662102,Colima,COL
1045,07,2010,4939084,Chiapas,CHPS
1045,08,2010,3461968,Chihuahua,CHIH
1045,09,2010,9044151,Ciudad de México,CDMX
1045,10,2010,1674025,Durango,DGO
1045,11,2010,5594014,Guanajuato,GTO
1045,12,2010,3471744,Guerrero,GRO
1045,13,2010,2716134,Hidalgo,HGO
1045,14,2010,7517154,Jalisco,JAL
1045,15,2010,15529760,México,MEX
1045,16,2010,4448775,Michoacán,MICH
1045,17,2010,1810968,Morelos,MOR
1045,18,2010,1104566,Nayarit,NAY
1045,19,2010,4753609,Nuevo León,NL
1045,20,2010,3892000,Oaxaca,OAX
1045,21,2010,5935838,Puebla,PUE
1045,22,2010,1866962,Querétaro,QRO
1045,23,2010,1343587,Quintana Roo,QROO
1045,24,2010,2641607,San Luis Potosí,SLP
1045,25,2010,2828513,Sinaloa,SIN
1045,26,2010,2704187,Sonora,SON
1045,27,2010,2277499,Tabasco,TAB
1045,28,2010,3321762,Tamaulipas,TAM
1045,29,2010,1198840,Tlaxcala,TLAX
1045,30,2010,7806880,Veracruz,VER
1045,31,2010,1993112,Yucatán,YUC
1045,32,2010,1523367,Zacatecas,ZAC
1045,00,2011,116446180,Nacional,Nacional
1045,01,2011,1238120,Aguascalientes,AGS
1045,02,2011,3241111,Baja California,BC
1045,03,2011,665112,Baja California Sur,BCS
1045,04,2011,855626,Campeche,CAMP
1045,05,2011,2850340,Coahuila,COAH
1045,06,2011,676799,Colima,COL
1045,07,2011,5036751,Chiapas,CHPS
1045,08,2011,3496283,Chihuahua,CHIH
1045,09,2011,9074286,Ciudad de México,CDMX
1045,10,2011,1699319,Durango,DGO
1045,11,2011,5687318,Guanajuato,GTO
1045,12,2011,3510911,Guerrero,GRO
1045,13,2011,2765973,Hidalgo,HGO
1045,14,2011,7633543,Jalisco,JAL
1045,15,2011,15759356,México,MEX
1045,16,2011,4507636,Michoacán,MICH
1045,17,2011,1840796,Morelos,MOR
1045,18,2011,1126347,Nayarit,NAY
1045,19,2011,4854677,Nuevo León,NL
1045,20,2011,3933805,Oaxaca,OAX
1045,21,2011,6019204,Puebla,PUE
1045,22,2011,1914820,Querétaro,QRO
1045,23,2011,1385266,Quintana Roo,QROO
1045,24,2011,2673000,San Luis Potosí,SLP
1045,25,2011,2869487,Sinaloa,SIN
1045,26,2011,2749205,Sonora,SON
1045,27,2011,2316139,Tabasco,TAB
1045,28,2011,3363767,Tamaulipas,TAM
1045,29,2011,1221016,Tlaxcala,TLAX
1045,30,2011,7910343,Veracruz,VER
1045,31,2011,2025293,Yucatán,YUC
1045,32,2011,1544531,Zacatecas,ZAC
1045,00,2012,118060514,Nacional,Nacional
1045,01,2012,1265972,Aguascalientes,AGS
1045,02,2012,3280221,Baja California,BC
1045,03,2012,681803,Baja California Sur,BCS
1045,04,2012,872482,Campeche,CAMP
1045,05,2012,2895110,Coahuila,COAH
1045,06,2012,690163,Colima,COL
1045,07,2012,5129764,Chiapas,CHPS
1045,08,2012,3530461,Chihuahua,CHIH
1045,09,2012,9102171,Ciudad de México,CDMX
1045,10,2012,1724700,Durango,DGO
1045,11,2012,5768956,Guanajuato,GTO
1045,12,2012,3544755,Guerrero,GRO
1045,13,2012,2810048,Hidalgo,HGO
1045,14,2012,7743685,Jalisco,JAL
1045,15,2012,15989161,México,MEX
1045,16,2012,4558445,Michoacán,MICH
1045,17,2012,1868737,Morelos,MOR
1045,18,2012,1146453,Nayarit,NAY
1045,19,2012,4957369,Nuevo León,NL
1045,20,2012,3971033,Oaxaca,OAX
1045,21,2012,6102708,Puebla,PUE
1045,22,2012,1961944,Querétaro,QRO
1045,23,2012,1425358,Quintana Roo,QROO
1045,24,2012,2703397,San Luis Potosí,SLP
1045,25,2012,2912630,Sinaloa,SIN
1045,26,2012,2791136,Sonora,SON
1045,27,2012,2351726,Tabasco,TAB
1045,28,2012,3402841,Tamaulipas,TAM
1045,29,2012,1243812,Tlaxcala,TLAX
1045,30,2012,8011048,Veracruz,VER
1045,31,2012,2057996,Yucatán,YUC
1045,32,2012,1564429,Zacatecas,ZAC
1045,00,2013,119597654,Nacional,Nacional
1045,01,2013,1293332,Aguascalientes,AGS
1045,02,2013,3316849,Baja California,BC
1045,03,2013,698209,Baja California Sur,BCS
1045,04,2013,889136,Campeche,CAMP
1045,05,2013,2938067,Coahuila,COAH
1045,06,2013,702992,Colima,COL
1045,07,2013,5220498,Chiapas,CHPS
1045,08,2013,3561862,Chihuahua,CHIH
1045,09,2013,9121489,Ciudad de México,CDMX
1045,10,2013,1749082,Durango,DGO
1045,11,2013,5846464,Guanajuato,GTO
1045,12,2013,3576309,Guerrero,GRO
1045,13,2013,2852032,Hidalgo,HGO
1045,14,2013,7847959,Jalisco,JAL
1045,15,2013,16209259,México,MEX
1045,16,2013,4605304,Michoacán,MICH
1045,17,2013,1895682,Morelos,MOR
1045,18,2013,1165666,Nayarit,NAY
1045,19,2013,5058154,Nuevo León,NL
1045,20,2013,4005676,Oaxaca,OAX
1045,21,2013,6183078,Puebla,PUE
1045,22,2013,2008518,Querétaro,QRO
1045,23,2013,1464964,Quintana Roo,QROO
1045,24,2013,2732108,San Luis Potosí,SLP
1045,25,2013,2953698,Sinaloa,SIN
1045,26,2013,2831208,Sonora,SON
1045,27,2013,2386488,Tabasco,TAB
1045,28,2013,3439496,Tamaulipas,TAM
1045,29,2013,1266063,Tlaxcala,TLAX
1045,30,2013,8105450,Veracruz,VER
1045,31,2013,2089484,Yucatán,YUC
1045,32,2013,1583078,Zacatecas,ZAC
1045,00,2014,121048604,Nacional,Nacional
1045,01,2014,1320036,Aguascalientes,AGS
1045,02,2014,3350881,Baja California,BC
1045,03,2014,714281,Baja California Sur,BCS
1045,04,2014,905316,Campeche,CAMP
1045,05,2014,2978928,Coahuila,COAH
1045,06,2014,715359,Colima,COL
1045,07,2014,5308440,Chiapas,CHPS
1045,08,2014,3590487,Chihuahua,CHIH
1045,09,2014,9131261,Ciudad de México,CDMX
1045,10,2014,1772225,Durango,DGO
1045,11,2014,5920002,Guanajuato,GTO
1045,12,2014,3605158,Guerrero,GRO
1045,13,2014,2891824,Hidalgo,HGO
1045,14,2014,7945906,Jalisco,JAL
1045,15,2014,16418232,México,MEX
1045,16,2014,4648296,Michoacán,MICH
1045,17,2014,1921450,Morelos,MOR
1045,18,2014,1183925,Nayarit,NAY
1045,19,2014,5156442,Nuevo León,NL
1045,20,2014,4037510,Oaxaca,OAX
1045,21,2014,6259726,Puebla,PUE
1045,22,2014,2054196,Querétaro,QRO
1045,23,2014,1503999,Quintana Roo,QROO
1045,24,2014,2758933,San Luis Potosí,SLP
1045,25,2014,2992691,Sinaloa,SIN
1045,26,2014,2869173,Sonora,SON
1045,27,2014,2420042,Tabasco,TAB
1045,28,2014,3473611,Tamaulipas,TAM
1045,29,2014,1287633,Tlaxcala,TLAX
1045,30,2014,8192658,Veracruz,VER
1045,31,2014,2119530,Yucatán,YUC
1045,32,2014,1600453,Zacatecas,ZAC
1045,00,2015,122368490,Nacional,Nacional
1045,01,2015,1344649,Aguascalientes,AGS
1045,02,2015,3406162,Baja California,BC
1045,03,2015,730405,Baja California Sur,BCS
1045,04,2015,917075,Campeche,CAMP
1045,05,2015,3017320,Coahuila,COAH
1045,06,2015,724011,Colima,COL
1045,07,2015,5386294,Chiapas,CHPS
1045,08,2015,3621545,Chihuahua,CHIH
1045,09,2015,9152227,Ciudad de México,CDMX
1045,10,2015,1791588,Durango,DGO
1045,11,2015,5985087,Guanajuato,GTO
1045,12,2015,3620740,Guerrero,GRO
1045,13,2015,2931124,Hidalgo,HGO
1045,14,2015,8040214,Jalisco,JAL
1045,15,2015,16594825,México,MEX
1045,16,2015,4683987,Michoacán,MICH
1045,17,2015,1941580,Morelos,MOR
1045,18,2015,1198804,Nayarit,NAY
1045,19,2015,5266220,Nuevo León,NL
1045,20,2015,4067038,Oaxaca,OAX
1045,21,2015,6333894,Puebla,PUE
1045,22,2015,2106659,Querétaro,QRO
1045,23,2015,1555088,Quintana Roo,QROO
1045,24,2015,2781703,San Luis Potosí,SLP
1045,25,2015,3019576,Sinaloa,SIN
1045,26,2015,2899261,Sonora,SON
1045,27,2015,2440488,Tabasco,TAB
1045,28,2015,3500156,Tamaulipas,TAM
1045,29,2015,1305544,Tlaxcala,TLAX
1045,30,2015,8237896,Veracruz,VER
1045,31,2015,2154214,Yucatán,YUC
1045,32,2015,1613116,Zacatecas,ZAC
1045,00,2016,123587407,Nacional,Nacional
1045,01,2016,1367412,Aguascalientes,AGS
1045,02,2016,3490609,Baja California,BC
1045,03,2016,746827,Baja California Sur,BCS
1045,04,2016,923399,Campeche,CAMP
1045,05,2016,3053932,Coahuila,COAH
1045,06,2016,728544,Colima,COL
1045,07,2016,5453377,Chiapas,CHPS
1045,08,2016,3657794,Chihuahua,CHIH
1045,09,2016,9196836,Ciudad de México,CDMX
1045,10,2016,1806708,Durango,DGO
1045,11,2016,6042559,Guanajuato,GTO
1045,12,2016,3621045,Guerrero,GRO
1045,13,2016,2971554,Hidalgo,HGO
1045,14,2016,8134729,Jalisco,JAL
1045,15,2016,16737401,México,MEX
1045,16,2016,4712935,Michoacán,MICH
1045,17,2016,1955483,Morelos,MOR
1045,18,2016,1209787,Nayarit,NAY
1045,19,2016,5392796,Nuevo León,NL
1045,20,2016,4095378,Oaxaca,OAX
1045,21,2016,6407953,Puebla,PUE
1045,22,2016,2168910,Querétaro,QRO
1045,23,2016,1622307,Quintana Roo,QROO
1045,24,2016,2800720,San Luis Potosí,SLP
1045,25,2016,3032732,Sinaloa,SIN
1045,26,2016,2920813,Sonora,SON
1045,27,2016,2445024,Tabasco,TAB
1045,28,2016,3519599,Tamaulipas,TAM
1045,29,2016,1319228,Tlaxcala,TLAX
1045,30,2016,8234539,Veracruz,VER
1045,31,2016,2195871,Yucatán,YUC
1045,32,2016,1620606,Zacatecas,ZAC
1045,00,2017,124777172,Nacional,Nacional
1045,01,2017,1389971,Aguascalientes,AGS
1045,02,2017,3581745,Baja California,BC
1045,03,2017,763394,Baja California Sur,BCS
1045,04,2017,927991,Campeche,CAMP
1045,05,2017,3089757,Coahuila,COAH
1045,06,2017,732464,Colima,COL
1045,07,2017,5517445,Chiapas,CHPS
1045,08,2017,3695619,Chihuahua,CHIH
1045,09,2017,9246758,Ciudad de México,CDMX
1045,10,2017,1820182,Durango,DGO
1045,11,2017,6098836,Guanajuato,GTO
1045,12,2017,3616519,Guerrero,GRO
1045,13,2017,3012171,Hidalgo,HGO
1045,14,2017,8229023,Jalisco,JAL
1045,15,2017,16870063,México,MEX
1045,16,2017,4740170,Michoacán,MICH
1045,17,2017,1967810,Morelos,MOR
1045,18,2017,1219657,Nayarit,NAY
1045,19,2017,5523593,Nuevo León,NL
1045,20,2017,4122860,Oaxaca,OAX
1045,21,2017,6482027,Puebla,PUE
1045,22,2017,2233603,Querétaro,QRO
1045,23,2017,1693802,Quintana Roo,QROO
1045,24,2017,2818687,San Luis Potosí,SLP
1045,25,2017,3043381,Sinaloa,SIN
1045,26,2017,2940352,Sonora,SON
1045,27,2017,2445081,Tabasco,TAB
1045,28,2017,3537686,Tamaulipas,TAM
1045,29,2017,1331896,Tlaxcala,TLAX
1045,30,2017,8218904,Veracruz,VER
1045,31,2017,2238955,Yucatán,YUC
1045,32,2017,1626770,Zacatecas,ZAC
1045,00,2018,125995825,Nacional,Nacional
1045,01,2018,1413003,Aguascalientes,AGS
1045,02,2018,3674434,Baja California,BC
1045,03,2018,780416,Baja California Sur,BCS
1045,04,2018,932320,Campeche,CAMP
1045,05,2018,3126107,Coahuila,COAH
1045,06,2018,736743,Colima,COL
1045,07,2018,5582946,Chiapas,CHPS
1045,08,2018,3735414,Chihuahua,CHIH
1045,09,2018,9296268,Ciudad de México,CDMX
1045,10,2018,1833514,Durango,DGO
1045,11,2018,6156841,Guanajuato,GTO
1045,12,2018,3611193,Guerrero,GRO
1045,13,2018,3053548,Hidalgo,HGO
1045,14,2018,8325605,Jalisco,JAL
1045,15,2018,17005733,México,MEX
1045,16,2018,4769382,Michoacán,MICH
1045,17,2018,1980405,Morelos,MOR
1045,18,2018,1230058,Nayarit,NAY
1045,19,2018,5657159,Nuevo León,NL
1045,20,2018,4151349,Oaxaca,OAX
1045,21,2018,6558654,Puebla,PUE
1045,22,2018,2298993,Querétaro,QRO
1045,23,2018,1767057,Quintana Roo,QROO
1045,24,2018,2837201,San Luis Potosí,SLP
1045,25,2018,3055044,Sinaloa,SIN
1045,26,2018,2960783,Sonora,SON
1045,27,2018,2444325,Tabasco,TAB
1045,28,2018,3556359,Tamaulipas,TAM
1045,29,2018,1345021,Tlaxcala,TLAX
1045,30,2018,8203798,Veracruz,VER
1045,31,2018,2282762,Yucatán,YUC
1045,32,2018,1633390,Zacatecas,ZAC
1045,00,2019,127215666,Nacional,Nacional
1045,01,2019,1436338,Aguascalientes,AGS
1045,02,2019,3767720,Baja California,BC
1045,03,2019,797758,Baja California Sur,BCS
1045,04,2019,936190,Campeche,CAMP
1045,05,2019,3162465,Coahuila,COAH
1045,06,2019,741130,Colima,COL
1045,07,2019,5648179,Chiapas,CHPS
1045,08,2019,3775295,Chihuahua,CHIH
1045,09,2019,9343071,Ciudad de México,CDMX
1045,10,2019,1846325,Durango,DGO
1045,11,2019,6214546,Guanajuato,GTO
1045,12,2019,3604522,Guerrero,GRO
1045,13,2019,3095127,Hidalgo,HGO
1045,14,2019,8423387,Jalisco,JAL
1045,15,2019,17141518,México,MEX
1045,16,2019,4798352,Michoacán,MICH
1045,17,2019,1992901,Morelos,MOR
1045,18,2019,1240909,Nayarit,NAY
1045,19,2019,5792403,Nuevo León,NL
1045,20,2019,4180230,Oaxaca,OAX
1045,21,2019,6637103,Puebla,PUE
1045,22,2019,2364645,Querétaro,QRO
1045,23,2019,1841470,Quintana Roo,QROO
1045,24,2019,2855736,San Luis Potosí,SLP
1045,25,2019,3066406,Sinaloa,SIN
1045,26,2019,2981674,Sonora,SON
1045,27,2019,2442176,Tabasco,TAB
1045,28,2019,3574992,Tamaulipas,TAM
1045,29,2019,1358198,Tlaxcala,TLAX
1045,30,2019,8188082,Veracruz,VER
1045,31,2019,2326846,Yucatán,YUC
1045,32,2019,1639972,Zacatecas,ZAC
1045,00,2020,128209170,Nacional,Nacional
1045,01,2020,1456050,Aguascalientes,AGS
1045,02,2020,3838619,Baja California,BC
1045,03,2020,815098,Baja California Sur,BCS
1045,04,2020,939179,Campeche,CAMP
1045,05,2020,3197122,Coahuila,COAH
1045,06,2020,745122,Colima,COL
1045,07,2020,5715260,Chiapas,CHPS
1045,08,2020,3812627,Chihuahua,CHIH
1045,09,2020,9332593,Ciudad de México,CDMX
1045,10,2020,1858155,Durango,DGO
1045,11,2020,6265796,Guanajuato,GTO
1045,12,2020,3599955,Guerrero,GRO
1045,13,2020,3130166,Hidalgo,HGO
1045,14,2020,8507662,Jalisco,JAL
1045,15,2020,17236788,México,MEX
1045,16,2020,4830267,Michoacán,MICH
1045,17,2020,2002754,Morelos,MOR
1045,18,2020,1252690,Nayarit,NAY
1045,19,2020,5905971,Nuevo León,NL
1045,20,2020,4204445,Oaxaca,OAX
1045,21,2020,6705217,Puebla,PUE
1045,22,2020,2419819,Querétaro,QRO
1045,23,2020,1898241,Quintana Roo,QROO
1045,24,2020,2871697,San Luis Potosí,SLP
1045,25,2020,3079773,Sinaloa,SIN
1045,26,2020,3002286,Sonora,SON
1045,27,2020,2440449,Tabasco,TAB
1045,28,2020,3595971,Tamaulipas,TAM
1045,29,2020,1369950,Tlaxcala,TLAX
1045,30,2020,8169287,Veracruz,VER
1045,31,2020,2363123,Yucatán,YUC
1045,32,2020,1647038,Zacatecas,ZAC
1045,00,2021,128982939,Nacional,Nacional
1045,01,2021,1472645,Aguascalientes,AGS
1045,02,2021,3889925,Baja California,BC
1045,03,2021,831832,Baja California Sur,BCS
1045,04,2021,941684,Campeche,CAMP
1045,05,2021,3232850,Coahuila,COAH
1045,06,2021,748315,Colima,COL
1045,07,2021,5785553,Chiapas,CHPS
1045,08,2021,3851891,Chihuahua,CHIH
1045,09,2021,9272649,Ciudad de México,CDMX
1045,10,2021,1870186,Durango,DGO
1045,11,2021,6308964,Guanajuato,GTO
1045,12,2021,3598332,Guerrero,GRO
1045,13,2021,3157947,Hidalgo,HGO
1045,14,2021,8573447,Jalisco,JAL
1045,15,2021,17291050,México,MEX
1045,16,2021,4862597,Michoacán,MICH
1045,17,2021,2008274,Morelos,MOR
1045,18,2021,1264932,Nayarit,NAY
1045,19,2021,5996906,Nuevo León,NL
1045,20,2021,4221338,Oaxaca,OAX
1045,21,2021,6758650,Puebla,PUE
1045,22,2021,2462684,Querétaro,QRO
1045,23,2021,1936713,Quintana Roo,QROO
1045,24,2021,2885794,San Luis Potosí,SLP
1045,25,2021,3096923,Sinaloa,SIN
1045,26,2021,3024147,Sonora,SON
1045,27,2021,2441753,Tabasco,TAB
1045,28,2021,3621934,Tamaulipas,TAM
1045,29,2021,1380635,Tlaxcala,TLAX
1045,30,2021,8146184,Veracruz,VER
1045,31,2021,2390802,Yucatán,YUC
1045,32,2021,1655403,Zacatecas,ZAC
1045,00,2022,129960600,Nacional,Nacional
1045,01,2022,1491126,Aguascalientes,AGS
1045,02,2022,3948201,Baja California,BC
1045,03,2022,849224,Baja California Sur,BCS
1045,04,2022,945445,Campeche,CAMP
1045,05,2022,3273658,Coahuila,COAH
1045,06,2022,752247,Colima,COL
1045,07,2022,5862882,Chiapas,CHPS
1045,08,2022,3898274,Chihuahua,CHIH
1045,09,2022,9237644,Ciudad de México,CDMX
1045,10,2022,1884286,Durango,DGO
1045,11,2022,6360814,Guanajuato,GTO
1045,12,2022,3599951,Guerrero,GRO
1045,13,2022,3190331,Hidalgo,HGO
1045,14,2022,8647986,Jalisco,JAL
1045,15,2022,17379644,México,MEX
1045,16,2022,4901506,Michoacán,MICH
1045,17,2022,2017078,Morelos,MOR
1045,18,2022,1278605,Nayarit,NAY
1045,19,2022,6095498,Nuevo León,NL
1045,20,2022,4244538,Oaxaca,OAX
1045,21,2022,6824785,Puebla,PUE
1045,22,2022,2508214,Querétaro,QRO
1045,23,2022,1977161,Quintana Roo,QROO
1045,24,2022,2905759,San Luis Potosí,SLP
1045,25,2022,3118470,Sinaloa,SIN
1045,26,2022,3051188,Sonora,SON
1045,27,2022,2447193,Tabasco,TAB
1045,28,2022,3652671,Tamaulipas,TAM
1045,29,2022,1395020,Tlaxcala,TLAX
1045,30,2022,8133233,Veracruz,VER
1045,31,2022,2420401,Yucatán,YUC
1045,32,2022,1667567,Zacatecas,ZAC
1045,00,2023,131135337,Nacional,Nacional
1045,01,2023,1510839,Aguascalientes,AGS
1045,02,2023,4010510,Baja California,BC
1045,03,2023,867766,Baja California Sur,BCS
1045,04,2023,950291,Campeche,CAMP
1045,05,2023,3316738,Coahuila,COAH
1045,06,2023,757405,Colima,COL
1045,07,2023,5946352,Chiapas,CHPS
1045,08,2023,3947936,Chihuahua,CHIH
1045,09,2023,9221637,Ciudad de México,CDMX
1045,10,2023,1899457,Durango,DGO
1045,11,2023,6422483,Guanajuato,GTO
1045,12,2023,3604215,Guerrero,GRO
1045,13,2023,3227801,Hidalgo,HGO
1045,14,2023,8735511,Jalisco,JAL
1045,15,2023,17501220,México,MEX
1045,16,2023,4950601,Michoacán,MICH
1045,17,2023,2030857,Morelos,MOR
1045,18,2023,1294124,Nayarit,NAY
1045,19,2023,6202153,Nuevo León,NL
1045,20,2023,4276769,Oaxaca,OAX
1045,21,2023,6907421,Puebla,PUE
1045,22,2023,2557915,Querétaro,QRO
1045,23,2023,2019606,Quintana Roo,QROO
1045,24,2023,2931052,San Luis Potosí,SLP
1045,25,2023,3142699,Sinaloa,SIN
1045,26,2023,3081734,Sonora,SON
1045,27,2023,2454787,Tabasco,TAB
1045,28,2023,3685588,Tamaulipas,TAM
1045,29,2023,1412895,Tlaxcala,TLAX
1045,30,2023,8131584,Veracruz,VER
1045,31,2023,2452378,Yucatán,YUC
1045,32,2023,1683013,Zacatecas,ZAC
1045,00,2024,132274416,Nacional,Nacional
1045,01,2024,1530185,Aguascalientes,AGS
1045,02,2024,4071872,Baja California,BC
1045,03,2024,886050,Baja California Sur,BCS
1045,04,2024,954659,Campeche,CAMP
1045,05,2024,3358991,Coahuila,COAH
1045,06,2024,762387,Colima,COL
1045,07,2024,6028154,Chiapas,CHPS
1045,08,2024,3996504,Chihuahua,CHIH
1045,09,2024,9204018,Ciudad de México,CDMX
1045,10,2024,1913774,Durango,DGO
1045,11,2024,6481538,Guanajuato,GTO
1045,12,2024,3606733,Guerrero,GRO
1045,13,2024,3264395,Hidalgo,HGO
1045,14,2024,8820915,Jalisco,JAL
1045,15,2024,17616018,México,MEX
1045,16,2024,4998654,Michoacán,MICH
1045,17,2024,2043884,Morelos,MOR
1045,18,2024,1309432,Nayarit,NAY
1045,19,2024,6308199,Nuevo León,NL
1045,20,2024,4308543,Oaxaca,OAX
1045,21,2024,6989402,Puebla,PUE
1045,22,2024,2606698,Querétaro,QRO
1045,23,2024,2061131,Quintana Roo,QROO
1045,24,2024,2955841,San Luis Potosí,SLP
1045,25,2024,3165686,Sinaloa,SIN
1045,26,2024,3111704,Sonora,SON
1045,27,2024,2461555,Tabasco,TAB
1045,28,2024,3717618,Tamaulipas,TAM
1045,29,2024,1430497,Tlaxcala,TLAX
1045,30,2024,8127727,Veracruz,VER
1045,31,2024,2483400,Yucatán,YUC
1045,32,2024,1698252,Zacatecas,ZAC
1045,00,2025,133367428,Nacional,Nacional
1045,01,2025,1549118,Aguascalientes,AGS
1045,02,2025,4131619,Baja California,BC
1045,03,2025,904052,Baja California Sur,BCS
1045,04,2025,958567,Campeche,CAMP
1045,05,2025,3400257,Coahuila,COAH
1045,06,2025,767105,Colima,COL
1045,07,2025,6107903,Chiapas,CHPS
1045,08,2025,4043130,Chihuahua,CHIH
1045,09,2025,9183658,Ciudad de México,CDMX
1045,10,2025,1927128,Durango,DGO
1045,11,2025,6537669,Guanajuato,GTO
1045,12,2025,3607434,Guerrero,GRO
1045,13,2025,3299857,Hidalgo,HGO
1045,14,2025,8903326,Jalisco,JAL
1045,15,2025,17723173,México,MEX
1045,16,2025,5045030,Michoacán,MICH
1045,17,2025,2056103,Morelos,MOR
1045,18,2025,1324282,Nayarit,NAY
1045,19,2025,6413123,Nuevo León,NL
1045,20,2025,4339377,Oaxaca,OAX
1045,21,2025,7070124,Puebla,PUE
1045,22,2025,2654421,Querétaro,QRO
1045,23,2025,2101638,Quintana Roo,QROO
1045,24,2025,2979775,San Luis Potosí,SLP
1045,25,2025,3187466,Sinaloa,SIN
1045,26,2025,3140762,Sonora,SON
1045,27,2025,2467519,Tabasco,TAB
1045,28,2025,3748419,Tamaulipas,TAM
1045,29,2025,1447721,Tlaxcala,TLAX
1045,30,2025,8121275,Veracruz,VER
1045,31,2025,2513461,Yucatán,YUC
1045,32,2025,1712936,Zacatecas,ZAC
1045,00,2026,134407258,Nacional,Nacional
1045,01,2026,1567559,Aguascalientes,AGS
1045,02,2026,4189285,Baja California,BC
1045,03,2026,921734,Baja California Sur,BCS
1045,04,2026,962014,Campeche,CAMP
1045,05,2026,3440385,Coahuila,COAH
1045,06,2026,771538,Colima,COL
1045,07,2026,6185469,Chiapas,CHPS
1045,08,2026,4087306,Chihuahua,CHIH
1045,09,2026,9159966,Ciudad de México,CDMX
1045,10,2026,1939482,Durango,DGO
1045,11,2026,6590749,Guanajuato,GTO
1045,12,2026,3606296,Guerrero,GRO
1045,13,2026,3334060,Hidalgo,HGO
1045,14,2026,8982027,Jalisco,JAL
1045,15,2026,17822420,México,MEX
1045,16,2026,5089383,Michoacán,MICH
1045,17,2026,2067472,Morelos,MOR
1045,18,2026,1338499,Nayarit,NAY
1045,19,2026,6516202,Nuevo León,NL
1045,20,2026,4368997,Oaxaca,OAX
1045,21,2026,7149139,Puebla,PUE
