no,cve_ent,year,valor,entidad,entidad_abr_m
1045,23,2045,2701803,Quintana Roo,QROO
1045,24,2045,3285107,San Luis Potosí,SLP
1045,25,2045,3391994,Sinaloa,SIN
1045,26,2045,3503206,Sonora,SON
1045,27,2045,2448576,Tabasco,TAB
1045,28,2045,4064622,Tamaulipas,TAM
1045,29,2045,1692976,Tlaxcala,TLAX
1045,30,2045,7544287,Veracruz,VER
1045,31,2045,2955449,Yucatán,YUC
1045,32,2045,1892708,Zacatecas,ZAC
1045,00,2046,146411280,Nacional,Nacional
1045,01,2046,1828550,Aguascalientes,AGS
1045,02,2046,5020892,Baja California,BC
1045,03,2046,1200931,Baja California Sur,BCS
1045,04,2046,970580,Campeche,CAMP
1045,05,2046,4026014,Coahuila,COAH
1045,06,2046,810931,Colima,COL
1045,07,2046,7394164,Chiapas,CHPS
1045,08,2046,4635312,Chihuahua,CHIH
1045,09,2046,8268758,Ciudad de México,CDMX
1045,10,2046,2072973,Durango,DGO
1045,11,2046,7234532,Guanajuato,GTO
1045,12,2046,3374330,Guerrero,GRO
1045,13,2046,3783069,Hidalgo,HGO
1045,14,2046,9975039,Jalisco,JAL
1045,15,2046,18364735,México,MEX
1045,16,2046,5697882,Michoacán,MICH
1045,17,2046,2147256,Morelos,MOR
1045,18,2046,1522769,Nayarit,NAY
1045,19,2046,8191517,Nuevo León,NL
1045,20,2046,4755163,Oaxaca,OAX
1045,21,2046,8251475,Puebla,PUE
1045,22,2046,3399320,Querétaro,QRO
1045,23,2046,2721362,Quintana Roo,QROO
1045,24,2046,3292177,San Luis Potosí,SLP
1045,25,2046,3391210,Sinaloa,SIN
1045,26,2046,3509946,Sonora,SON
1045,27,2046,2441073,Tabasco,TAB
1045,28,2046,4065747,Tamaulipas,TAM
1045,29,2046,1700467,Tlaxcala,TLAX
1045,30,2046,7497226,Veracruz,VER
1045,31,2046,2969725,Yucatán,YUC
1045,32,2046,1896155,Zacatecas,ZAC
1045,00,2047,146592205,Nacional,Nacional
1045,01,2047,1836095,Aguascalientes,AGS
1045,02,2047,5045821,Baja California,BC
1045,03,2047,1210589,Baja California Sur,BCS
1045,04,2047,968372,Campeche,CAMP
1045,05,2047,4043690,Coahuila,COAH
1045,06,2047,810462,Colima,COL
1045,07,2047,7439905,Chiapas,CHPS
1045,08,2047,4646053,Chihuahua,CHIH
1045,09,2047,8206293,Ciudad de México,CDMX
1045,10,2047,2074186,Durango,DGO
1045,11,2047,7248035,Guanajuato,GTO
1045,12,2047,3355553,Guerrero,GRO
1045,13,2047,3792968,Hidalgo,HGO
1045,14,2047,9997348,Jalisco,JAL
1045,15,2047,18325584,México,MEX
1045,16,2047,5715624,Michoacán,MICH
1045,17,2047,2144313,Morelos,MOR
1045,18,2047,1527588,Nayarit,NAY
1045,19,2047,8254259,Nuevo León,NL
1045,20,2047,4763667,Oaxaca,OAX
1045,21,2047,8282750,Puebla,PUE
1045,22,2047,3421759,Querétaro,QRO
1045,23,2047,2739886,Quintana Roo,QROO
1045,24,2047,3298595,San Luis Potosí,SLP
1045,25,2047,3389553,Sinaloa,SIN
1045,26,2047,3515793,Sonora,SON
1045,27,2047,2432960,Tabasco,TAB
1045,28,2047,4065745,Tamaulipas,TAM
1045,29,2047,1707529,Tlaxcala,TLAX
1045,30,2047,7448820,Veracruz,VER
1045,31,2047,2983181,Yucatán,YUC
1045,32,2047,1899229,Zacatecas,ZAC
1045,00,2048,146740307,Nacional,Nacional
1045,01,2048,1843157,Aguascalientes,AGS
1045,02,2048,5069469,Baja California,BC
1045,03,2048,1219819,Baja California Sur,BCS
1045,04,2048,965939,Campeche,CAMP
1045,05,2048,4060358,Coahuila,COAH
1045,06,2048,809812,Colima,COL
1045,07,2048,7484319,Chiapas,CHPS
1045,08,2048,4655759,Chihuahua,CHIH
1045,09,2048,8143126,Ciudad de México,CDMX
1045,10,2048,2074986,Durango,DGO
1045,11,2048,7259994,Guanajuato,GTO
1045,12,2048,3336362,Guerrero,GRO
1045,13,2048,3801791,Hidalgo,HGO
1045,14,2048,10017500,Jalisco,JAL
1045,15,2048,18280919,México,MEX
1045,16,2048,5732524,Michoacán,MICH
1045,17,2048,2140820,Morelos,MOR
1045,18,2048,1532100,Nayarit,NAY
1045,19,2048,8314969,Nuevo León,NL
1045,20,2048,4771367,Oaxaca,OAX
1045,21,2048,8312168,Puebla,PUE
1045,22,2048,3443005,Querétaro,QRO
1045,23,2048,2757379,Quintana Roo,QROO
1045,24,2048,3304460,San Luis Potosí,SLP
1045,25,2048,3387065,Sinaloa,SIN
1045,26,2048,3520857,Sonora,SON
1045,27,2048,2424279,Tabasco,TAB
1045,28,2048,4064769,Tamaulipas,TAM
1045,29,2048,1714168,Tlaxcala,TLAX
1045,30,2048,7399222,Veracruz,VER
1045,31,2048,2995834,Yucatán,YUC
1045,32,2048,1902011,Zacatecas,ZAC
1045,00,2049,146857365,Nacional,Nacional
1045,01,2049,1849749,Aguascalientes,AGS
1045,02,2049,5091977,Baja California,BC
1045,03,2049,1228628,Baja California Sur,BCS
1045,04,2049,963258,Campeche,CAMP
1045,05,2049,4076085,Coahuila,COAH
1045,06,2049,808975,Colima,COL
1045,07,2049,7527437,Chiapas,CHPS
1045,08,2049,4664564,Chihuahua,CHIH
1045,09,2049,8079472,Ciudad de México,CDMX
1045,10,2049,2075382,Durango,DGO
1045,11,2049,7270442,Guanajuato,GTO
1045,12,2049,3316777,Guerrero,GRO
1045,13,2049,3809557,Hidalgo,HGO
1045,14,2049,10035595,Jalisco,JAL
1045,15,2049,18230939,México,MEX
1045,16,2049,5748734,Michoacán,MICH
1045,17,2049,2136799,Morelos,MOR
1045,18,2049,1536312,Nayarit,NAY
1045,19,2049,8373661,Nuevo León,NL
1045,20,2049,4778366,Oaxaca,OAX
1045,21,2049,8339789,Puebla,PUE
1045,22,2049,3463038,Querétaro,QRO
1045,23,2049,2773823,Quintana Roo,QROO
1045,24,2049,3309797,San Luis Potosí,SLP
1045,25,2049,3383818,Sinaloa,SIN
1045,26,2049,3525225,Sonora,SON
1045,27,2049,2415059,Tabasco,TAB
1045,28,2049,4062949,Tamaulipas,TAM
1045,29,2049,1720405,Tlaxcala,TLAX
1045,30,2049,7348507,Veracruz,VER
1045,31,2049,3007668,Yucatán,YUC
1045,32,2049,1904578,Zacatecas,ZAC
1045,00,2050,146943948,Nacional,Nacional
1045,01,2050,1855894,Aguascalientes,AGS
1045,02,2050,5113344,Baja California,BC
1045,03,2050,1237008,Baja California Sur,BCS
1045,04,2050,960376,Campeche,CAMP
1045,05,2050,4090838,Coahuila,COAH
1045,06,2050,807959,Colima,COL
1045,07,2050,7569222,Chiapas,CHPS
1045,08,2050,4672511,Chihuahua,CHIH
1045,09,2050,8015397,Ciudad de México,CDMX
1045,10,2050,2075409,Durango,DGO
1045,11,2050,7279397,Guanajuato,GTO
1045,12,2050,3296844,Guerrero,GRO
1045,13,2050,3816291,Hidalgo,HGO
1045,14,2050,10051671,Jalisco,JAL
1045,15,2050,18175667,México,MEX
1045,16,2050,5764225,Michoacán,MICH
1045,17,2050,2132286,Morelos,MOR
1045,18,2050,1540229,Nayarit,NAY
1045,19,2050,8430362,Nuevo León,NL
1045,20,2050,4784680,Oaxaca,OAX
1045,21,2050,8365647,Puebla,PUE
1045,22,2050,3481887,Querétaro,QRO
1045,23,2050,2789223,Quintana Roo,QROO
1045,24,2050,3314633,San Luis Potosí,SLP
1045,25,2050,3379812,Sinaloa,SIN
1045,26,2050,3528916,Sonora,SON
1045,27,2050,2405281,Tabasco,TAB
1045,28,2050,4060338,Tamaulipas,TAM
1045,29,2050,1726227,Tlaxcala,TLAX
1045,30,2050,7296743,Veracruz,VER
1045,31,2050,3018687,Yucatán,YUC
1045,32,2050,1906944,Zacatecas,ZAC
1045,00,2051,146999649,Nacional,Nacional
1045,01,2051,1861569,Aguascalientes,AGS
1045,02,2051,5133533,Baja California,BC
1045,03,2051,1244958,Baja California Sur,BCS
1045,04,2051,957252,Campeche,CAMP
1045,05,2051,4104640,Coahuila,COAH
1045,06,2051,806771,Colima,COL
1045,07,2051,7609630,Chiapas,CHPS
1045,08,2051,4679567,Chihuahua,CHIH
1045,09,2051,7950868,Ciudad de México,CDMX
1045,10,2051,2075048,Durango,DGO
1045,11,2051,7286816,Guanajuato,GTO
1045,12,2051,3276536,Guerrero,GRO
1045,13,2051,3821973,Hidalgo,HGO
1045,14,2051,10065711,Jalisco,JAL
1045,15,2051,18115295,México,MEX
1045,16,2051,5778954,Michoacán,MICH
1045,17,2051,2127275,Morelos,MOR
1045,18,2051,1543860,Nayarit,NAY
1045,19,2051,8484990,Nuevo León,NL
1045,20,2051,4790290,Oaxaca,OAX
1045,21,2051,8389705,Puebla,PUE
1045,22,2051,3499524,Querétaro,QRO
1045,23,2051,2803564,Quintana Roo,QROO
1045,24,2051,3318937,San Luis Potosí,SLP
1045,25,2051,3375047,Sinaloa,SIN
1045,26,2051,3531919,Sonora,SON
1045,27,2051,2394994,Tabasco,TAB
1045,28,2051,4056866,Tamaulipas,TAM
1045,29,2051,1731615,Tlaxcala,TLAX
1045,30,2051,7243960,Veracruz,VER
1045,31,2051,3028876,Yucatán,YUC
1045,32,2051,1909106,Zacatecas,ZAC
1045,00,2052,147022927,Nacional,Nacional
1045,01,2052,1866757,Aguascalientes,AGS
1045,02,2052,5152429,Baja California,BC
1045,03,2052,1252472,Baja California Sur,BCS
1045,04,2052,953919,Campeche,CAMP
1045,05,2052,4117434,Coahuila,COAH
1045,06,2052,805389,Colima,COL
1045,07,2052,7648595,Chiapas,CHPS
1045,08,2052,4685580,Chihuahua,CHIH
1045,09,2052,7885723,Ciudad de México,CDMX
1045,10,2052,2074283,Durango,DGO
1045,11,2052,7292631,Guanajuato,GTO
1045,12,2052,3255837,Guerrero,GRO
1045,13,2052,3826582,Hidalgo,HGO
1045,14,2052,10077570,Jalisco,JAL
1045,15,2052,18049843,México,MEX
1045,16,2052,5792791,Michoacán,MICH
1045,17,2052,2121740,Morelos,MOR
1045,18,2052,1547169,Nayarit,NAY
1045,19,2052,8537503,Nuevo León,NL
1045,20,2052,4795140,Oaxaca,OAX
1045,21,2052,8411915,Puebla,PUE
1045,22,2052,3515920,Querétaro,QRO
1045,23,2052,2816848,Quintana Roo,QROO
1045,24,2052,3322667,San Luis Potosí,SLP
1045,25,2052,3369502,Sinaloa,SIN
1045,26,2052,3534163,Sonora,SON
1045,27,2052,2384179,Tabasco,TAB
1045,28,2052,4052456,Tamaulipas,TAM
1045,29,2052,1736570,Tlaxcala,TLAX
1045,30,2052,7190131,Veracruz,VER
1045,31,2052,3038198,Yucatán,YUC
1045,32,2052,1910991,Zacatecas,ZAC
1045,00,2053,147011306,Nacional,Nacional
1045,01,2053,1871446,Aguascalientes,AGS
1045,02,2053,5169833,Baja California,BC
1045,03,2053,1259524,Baja California Sur,BCS
1045,04,2053,950363,Campeche,CAMP
1045,05,2053,4129165,Coahuila,COAH
1045,06,2053,803830,Colima,COL
1045,07,2053,7686007,Chiapas,CHPS
1045,08,2053,4690312,Chihuahua,CHIH
1045,09,2053,7819671,Ciudad de México,CDMX
1045,10,2053,2073047,Durango,DGO
1045,11,2053,7296695,Guanajuato,GTO
1045,12,2053,3234674,Guerrero,GRO
1045,13,2053,3830052,Hidalgo,HGO
1045,14,2053,10087061,Jalisco,JAL
1045,15,2053,17979377,México,MEX
1045,16,2053,5805543,Michoacán,MICH
1045,17,2053,2115676,Morelos,MOR
1045,18,2053,1550108,Nayarit,NAY
1045,19,2053,8587753,Nuevo León,NL
1045,20,2053,4799100,Oaxaca,OAX
1045,21,2053,8432167,Puebla,PUE
1045,22,2053,3531057,Querétaro,QRO
1045,23,2053,2829064,Quintana Roo,QROO
1045,24,2053,3325755,San Luis Potosí,SLP
1045,25,2053,3363134,Sinaloa,SIN
1045,26,2053,3535561,Sonora,SON
1045,27,2053,2372849,Tabasco,TAB
1045,28,2053,4046977,Tamaulipas,TAM
1045,29,2053,1741101,Tlaxcala,TLAX
1045,30,2053,7135231,Veracruz,VER
1045,31,2053,3046667,Yucatán,YUC
1045,32,2053,1912506,Zacatecas,ZAC
1045,00,2054,146961870,Nacional,Nacional
1045,01,2054,1875621,Aguascalientes,AGS
1045,02,2054,5185539,Baja California,BC
1045,03,2054,1266130,Baja California Sur,BCS
1045,04,2054,946584,Campeche,CAMP
1045,05,2054,4139778,Coahuila,COAH
1045,06,2054,802065,Colima,COL
1045,07,2054,7721767,Chiapas,CHPS
1045,08,2054,4693504,Chihuahua,CHIH
1045,09,2054,7752390,Ciudad de México,CDMX
1045,10,2054,2071295,Durango,DGO
1045,11,2054,7298873,Guanajuato,GTO
1045,12,2054,3212995,Guerrero,GRO
1045,13,2054,3832333,Hidalgo,HGO
1045,14,2054,10093962,Jalisco,JAL
1045,15,2054,17903867,México,MEX
1045,16,2054,5817029,Michoacán,MICH
1045,17,2054,2109057,Morelos,MOR
1045,18,2054,1552627,Nayarit,NAY
1045,19,2054,8635617,Nuevo León,NL
1045,20,2054,4802060,Oaxaca,OAX
1045,21,2054,8450337,Puebla,PUE
1045,22,2054,3544890,Querétaro,QRO
1045,23,2054,2840214,Quintana Roo,QROO
1045,24,2054,3328058,San Luis Potosí,SLP
1045,25,2054,3355875,Sinaloa,SIN
1045,26,2054,3535977,Sonora,SON
1045,27,2054,2361015,Tabasco,TAB
1045,28,2054,4040273,Tamaulipas,TAM
1045,29,2054,1745178,Tlaxcala,TLAX
1045,30,2054,7079190,Veracruz,VER
1045,31,2054,3054202,Yucatán,YUC
1045,32,2054,1913568,Zacatecas,ZAC
1045,00,2055,146872208,Nacional,Nacional
1045,01,2055,1879231,Aguascalientes,AGS
1045,02,2055,5199382,Baja California,BC
1045,03,2055,1272266,Baja California Sur,BCS
1045,04,2055,942579,Campeche,CAMP
1045,05,2055,4149181,Coahuila,COAH
1045,06,2055,800060,Colima,COL
1045,07,2055,7755776,Chiapas,CHPS
1045,08,2055,4694951,Chihuahua,CHIH
1045,09,2055,7683669,Ciudad de México,CDMX
1045,10,2055,2068955,Durango,DGO
1045,11,2055,7299025,Guanajuato,GTO
1045,12,2055,3190729,Guerrero,GRO
1045,13,2055,3833364,Hidalgo,HGO
1045,14,2055,10098071,Jalisco,JAL
1045,15,2055,17823394,México,MEX
1045,16,2055,5827051,Michoacán,MICH
1045,17,2055,2101892,Morelos,MOR
1045,18,2055,1554686,Nayarit,NAY
1045,19,2055,8680959,Nuevo León,NL
1045,20,2055,4803923,Oaxaca,OAX
1045,21,2055,8466341,Puebla,PUE
1045,22,2055,3557385,Querétaro,QRO
1045,23,2055,2850280,Quintana Roo,QROO
1045,24,2055,3329538,San Luis Potosí,SLP
1045,25,2055,3347704,Sinaloa,SIN
1045,26,2055,3535302,Sonora,SON
1045,27,2055,2348678,Tabasco,TAB
1045,28,2055,4032176,Tamaulipas,TAM
1045,29,2055,1748788,Tlaxcala,TLAX
1045,30,2055,7021965,Veracruz,VER
1045,31,2055,3060798,Yucatán,YUC
1045,32,2055,1914109,Zacatecas,ZAC
1045,00,2056,146741137,Nacional,Nacional
1045,01,2056,1882259,Aguascalientes,AGS
1045,02,2056,5211251,Baja California,BC
1045,03,2056,1277932,Baja California Sur,BCS
1045,04,2056,938351,Campeche,CAMP
1045,05,2056,4157372,Coahuila,COAH
1045,06,2056,797836,Colima,COL
1045,07,2056,7787976,Chiapas,CHPS
1045,08,2056,4694540,Chihuahua,CHIH
1045,09,2056,7613377,Ciudad de México,CDMX
1045,10,2056,2066009,Durango,DGO
1045,11,2056,7297113,Guanajuato,GTO
1045,12,2056,3167842,Guerrero,GRO
1045,13,2056,3833102,Hidalgo,HGO
1045,14,2056,10099320,Jalisco,JAL
1045,15,2056,17738093,México,MEX
1045,16,2056,5835502,Michoacán,MICH
1045,17,2056,2094126,Morelos,MOR
1045,18,2056,1556267,Nayarit,NAY
1045,19,2056,8723739,Nuevo León,NL
1045,20,2056,4804625,Oaxaca,OAX
1045,21,2056,8480116,Puebla,PUE
1045,22,2056,3568514,Querétaro,QRO
1045,23,2056,2859254,Quintana Roo,QROO
1045,24,2056,3330137,San Luis Potosí,SLP
1045,25,2056,3338572,Sinaloa,SIN
1045,26,2056,3533478,Sonora,SON
1045,27,2056,2335854,Tabasco,TAB
1045,28,2056,4022634,Tamaulipas,TAM
1045,29,2056,1751920,Tlaxcala,TLAX
1045,30,2056,6963564,Veracruz,VER
1045,31,2056,3066432,Yucatán,YUC
1045,32,2056,1914030,Zacatecas,ZAC
1045,00,2057,146568916,Nacional,Nacional
1045,01,2057,1884734,Aguascalientes,AGS
1045,02,2057,5221125,Baja California,BC
1045,03,2057,1283135,Baja California Sur,BCS
1045,04,2057,933879,Campeche,CAMP
1045,05,2057,4164339,Coahuila,COAH
1045,06,2057,795376,Colima,COL
1045,07,2057,7818371,Chiapas,CHPS
1045,08,2057,4692271,Chihuahua,CHIH
1045,09,2057,7541499,Ciudad de México,CDMX
1045,10,2057,2062473,Durango,DGO
1045,11,2057,7293108,Guanajuato,GTO
1045,12,2057,3144368,Guerrero,GRO
1045,13,2057,3831591,Hidalgo,HGO
1045,14,2057,10097629,Jalisco,JAL
1045,15,2057,17648068,México,MEX
1045,16,2057,5842341,Michoacán,MICH
1045,17,2057,2085806,Morelos,MOR
1045,18,2057,1557361,Nayarit,NAY
1045,19,2057,8763939,Nuevo León,NL
1045,20,2057,4804160,Oaxaca,OAX
1045,21,2057,8491653,Puebla,PUE
1045,22,2057,3578292,Querétaro,QRO
1045,23,2057,2867165,Quintana Roo,QROO
1045,24,2057,3329848,San Luis Potosí,SLP
1045,25,2057,3328502,Sinaloa,SIN
1045,26,2057,3530541,Sonora,SON
1045,27,2057,2322546,Tabasco,TAB
1045,28,2057,4011646,Tamaulipas,TAM
1045,29,2057,1754596,Tlaxcala,TLAX
1045,30,2057,6904051,Veracruz,VER
1045,31,2057,3071115,Yucatán,YUC
1045,32,2057,1913388,Zacatecas,ZAC
1045,00,2058,146356973,Nacional,Nacional
1045,01,2058,1886653,Aguascalientes,AGS
1045,02,2058,5229092,Baja California,BC
1045,03,2058,1287884,Baja California Sur,BCS
1045,04,2058,929212,Campeche,CAMP
1045,05,2058,4170118,Coahuila,COAH
1045,06,2058,792729,Colima,COL
1045,07,2058,7846981,Chiapas,CHPS
1045,08,2058,4688224,Chihuahua,CHIH
1045,09,2058,7468170,Ciudad de México,CDMX
1045,10,2058,2058361,Durango,DGO
1045,11,2058,7287098,Guanajuato,GTO
1045,12,2058,3120348,Guerrero,GRO
1045,13,2058,3828848,Hidalgo,HGO
1045,14,2058,10093159,Jalisco,JAL
1045,15,2058,17553484,México,MEX
1045,16,2058,5847678,Michoacán,MICH
1045,17,2058,2076919,Morelos,MOR
1045,18,2058,1557986,Nayarit,NAY
1045,19,2058,8801593,Nuevo León,NL
1045,20,2058,4802572,Oaxaca,OAX
1045,21,2058,8500972,Puebla,PUE
1045,22,2058,3586720,Querétaro,QRO
1045,23,2058,2874017,Quintana Roo,QROO
1045,24,2058,3328701,San Luis Potosí,SLP
1045,25,2058,3317529,Sinaloa,SIN
1045,26,2058,3526521,Sonora,SON
1045,27,2058,2308785,Tabasco,TAB
1045,28,2058,3999295,Tamaulipas,TAM
1045,29,2058,1756799,Tlaxcala,TLAX
1045,30,2058,6843495,Veracruz,VER
1045,31,2058,3074852,Yucatán,YUC
1045,32,2058,1912178,Zacatecas,ZAC
1045,00,2059,146107409,Nacional,Nacional
1045,01,2059,1888037,Aguascalientes,AGS
1045,02,2059,5235243,Baja California,BC
1045,03,2059,1292172,Baja California Sur,BCS
1045,04,2059,924353,Campeche,CAMP
1045,05,2059,4174760,Coahuila,COAH
1045,06,2059,789862,Colima,COL
1045,07,2059,7873867,Chiapas,CHPS
1045,08,2059,4682539,Chihuahua,CHIH
1045,09,2059,7393679,Ciudad de México,CDMX
1045,10,2059,2053726,Durango,DGO
1045,11,2059,7279170,Guanajuato,GTO
1045,12,2059,3095806,Guerrero,GRO
1045,13,2059,3824905,Hidalgo,HGO
1045,14,2059,10086056,Jalisco,JAL
1045,15,2059,17454602,México,MEX
1045,16,2059,5851576,Michoacán,MICH
1045,17,2059,2067505,Morelos,MOR
1045,18,2059,1558178,Nayarit,NAY
1045,19,2059,8836784,Nuevo León,NL
1045,20,2059,4799917,Oaxaca,OAX
1045,21,2059,8508115,Puebla,PUE
1045,22,2059,3593847,Querétaro,QRO
1045,23,2059,2879822,Quintana Roo,QROO
1045,24,2059,3326736,San Luis Potosí,SLP
1045,25,2059,3305690,Sinaloa,SIN
1045,26,2059,3521491,Sonora,SON
1045,27,2059,2294590,Tabasco,TAB
1045,28,2059,3985720,Tamaulipas,TAM
1045,29,2059,1758538,Tlaxcala,TLAX
1045,30,2059,6782023,Veracruz,VER
1045,31,2059,3077655,Yucatán,YUC
1045,32,2059,1910445,Zacatecas,ZAC
1045,00,2060,145822700,Nacional,Nacional
1045,01,2060,1888909,Aguascalientes,AGS
1045,02,2060,5239725,Baja California,BC
1045,03,2060,1296013,Baja California Sur,BCS
1045,04,2060,919288,Campeche,CAMP
1045,05,2060,4178342,Coahuila,COAH
1045,06,2060,786827,Colima,COL
1045,07,2060,7899115,Chiapas,CHPS
1045,08,2060,4675428,Chihuahua,CHIH
1045,09,2060,7318214,Ciudad de México,CDMX
1045,10,2060,2048612,Durango,DGO
1045,11,2060,7269446,Guanajuato,GTO
1045,12,2060,3070840,Guerrero,GRO
1045,13,2060,3819863,Hidalgo,HGO
1045,14,2060,10076421,Jalisco,JAL
1045,15,2060,17351496,México,MEX
1045,16,2060,5854188,Michoacán,MICH
1045,17,2060,2057603,Morelos,MOR
1045,18,2060,1557954,Nayarit,NAY
1045,19,2060,8869543,Nuevo León,NL
1045,20,2060,4796287,Oaxaca,OAX
1045,21,2060,8513178,Puebla,PUE
1045,22,2060,3599686,Querétaro,QRO
1045,23,2060,2884608,Quintana Roo,QROO
1045,24,2060,3324026,San Luis Potosí,SLP
1045,25,2060,3293066,Sinaloa,SIN
1045,26,2060,3515554,Sonora,SON
1045,27,2060,2280012,Tabasco,TAB
1045,28,2060,3971037,Tamaulipas,TAM
1045,29,2060,1759848,Tlaxcala,TLAX
1045,30,2060,6719747,Veracruz,VER
1045,31,2060,3079526,Yucatán,YUC
1045,32,2060,1908298,Zacatecas,ZAC
1045,00,2061,145505553,Nacional,Nacional
1045,01,2061,1889273,Aguascalientes,AGS
1045,02,2061,5242698,Baja California,BC
1045,03,2061,1299419,Baja California Sur,BCS
1045,04,2061,914060,Campeche,CAMP
1045,05,2061,4180928,Coahuila,COAH
1045,06,2061,783609,Colima,COL
1045,07,2061,7922804,Chiapas,CHPS
1045,08,2061,4667053,Chihuahua,CHIH
1045,09,2061,7242099,Ciudad de México,CDMX
1045,10,2061,2043109,Durango,DGO
1045,11,2061,7258023,Guanajuato,GTO
1045,12,2061,3045509,Guerrero,GRO
1045,13,2061,3813759,Hidalgo,HGO
1045,14,2061,10064472,Jalisco,JAL
1045,15,2061,17244465,México,MEX
1045,16,2061,5855640,Michoacán,MICH
1045,17,2061,2047242,Morelos,MOR
1045,18,2061,1557379,Nayarit,NAY
1045,19,2061,8899965,Nuevo León,NL
1045,20,2061,4791753,Oaxaca,OAX
1045,21,2061,8516227,Puebla,PUE
1045,22,2061,3604295,Querétaro,QRO
1045,23,2061,2888391,Quintana Roo,QROO
1045,24,2061,3320641,San Luis Potosí,SLP
1045,25,2061,3279715,Sinaloa,SIN
1045,26,2061,3508791,Sonora,SON
1045,27,2061,2265060,Tabasco,TAB
1045,28,2061,3955385,Tamaulipas,TAM
1045,29,2061,1760711,Tlaxcala,TLAX
1045,30,2061,6656788,Veracruz,VER
1045,31,2061,3080530,Yucatán,YUC
1045,32,2061,1905760,Zacatecas,ZAC
1045,00,2062,145158569,Nacional,Nacional
1045,01,2062,1889189,Aguascalientes,AGS
1045,02,2062,5244300,Baja California,BC
1045,03,2062,1302388,Baja California Sur,BCS
1045,04,2062,908658,Campeche,CAMP
1045,05,2062,4182570,Coahuila,COAH
1045,06,2062,780238,Colima,COL
1045,07,2062,7945009,Chiapas,CHPS
1045,08,2062,4657613,Chihuahua,CHIH
1045,09,2062,7165561,Ciudad de México,CDMX
1045,10,2062,2037240,Durango,DGO
1045,11,2062,7245069,Guanajuato,GTO
1045,12,2062,3019883,Guerrero,GRO
1045,13,2062,3806650,Hidalgo,HGO
1045,14,2062,10050392,Jalisco,JAL
1045,15,2062,17133742,México,MEX
1045,16,2062,5856063,Michoacán,MICH
1045,17,2062,2036454,Morelos,MOR
1045,18,2062,1556462,Nayarit,NAY
1045,19,2062,8928152,Nuevo León,NL
1045,20,2062,4786431,Oaxaca,OAX
1045,21,2062,8517324,Puebla,PUE
1045,22,2062,3607700,Querétaro,QRO
1045,23,2062,2891189,Quintana Roo,QROO
1045,24,2062,3316622,San Luis Potosí,SLP
1045,25,2062,3265702,Sinaloa,SIN
1045,26,2062,3501307,Sonora,SON
1045,27,2062,2249753,Tabasco,TAB
1045,28,2062,3938907,Tamaulipas,TAM
1045,29,2062,1761162,Tlaxcala,TLAX
1045,30,2062,6593245,Veracruz,VER
1045,31,2062,3080665,Yucatán,YUC
1045,32,2062,1902929,Zacatecas,ZAC
1045,00,2063,144784066,Nacional,Nacional
1045,01,2063,1888644,Aguascalientes,AGS
1045,02,2063,5244651,Baja California,BC
1045,03,2063,1304939,Baja California Sur,BCS
1045,04,2063,903105,Campeche,CAMP
1045,05,2063,4183330,Coahuila,COAH
1045,06,2063,776733,Colima,COL
1045,07,2063,7965820,Chiapas,CHPS
1045,08,2063,4647280,Chihuahua,CHIH
1045,09,2063,7088816,Ciudad de México,CDMX
1045,10,2063,2031054,Durango,DGO
1045,11,2063,7230680,Guanajuato,GTO
1045,12,2063,2994020,Guerrero,GRO
1045,13,2063,3798596,Hidalgo,HGO
1045,14,2063,10034294,Jalisco,JAL
1045,15,2063,17019495,México,MEX
1045,16,2063,5855594,Michoacán,MICH
1045,17,2063,2025270,Morelos,MOR
1045,18,2063,1555234,Nayarit,NAY
1045,19,2063,8954197,Nuevo León,NL
1045,20,2063,4780353,Oaxaca,OAX
1045,21,2063,8516588,Puebla,PUE
1045,22,2063,3609938,Querétaro,QRO
1045,23,2063,2893038,Quintana Roo,QROO
1045,24,2063,3312036,San Luis Potosí,SLP
1045,25,2063,3251054,Sinaloa,SIN
1045,26,2063,3493183,Sonora,SON
1045,27,2063,2234135,Tabasco,TAB
1045,28,2063,3921745,Tamaulipas,TAM
1045,29,2063,1761199,Tlaxcala,TLAX
1045,30,2063,6529240,Veracruz,VER
1045,31,2063,3079966,Yucatán,YUC
1045,32,2063,1899839,Zacatecas,ZAC
1045,00,2064,144383681,Nacional,Nacional
1045,01,2064,1887674,Aguascalientes,AGS
1045,02,2064,5243825,Baja California,BC
1045,03,2064,1307071,Baja California Sur,BCS
1045,04,2064,897403,Campeche,CAMP
1045,05,2064,4183262,Coahuila,COAH
1045,06,2064,773068,Colima,COL
1045,07,2064,7985320,Chiapas,CHPS
1045,08,2064,4636107,Chihuahua,CHIH
1045,09,2064,7012002,Ciudad de México,CDMX
1045,10,2064,2024582,Durango,DGO
1045,11,2064,7214934,Guanajuato,GTO
1045,12,2064,2967985,Guerrero,GRO
1045,13,2064,3789629,Hidalgo,HGO
1045,14,2064,10016337,Jalisco,JAL
1045,15,2064,16901943,México,MEX
1045,16,2064,5854285,Michoacán,MICH
1045,17,2064,2013713,Morelos,MOR
1045,18,2064,1553719,Nayarit,NAY
1045,19,2064,8978155,Nuevo León,NL
1045,20,2064,4773598,Oaxaca,OAX
1045,21,2064,8514053,Puebla,PUE
1045,22,2064,3611041,Querétaro,QRO
1045,23,2064,2893941,Quintana Roo,QROO
